# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Dec 17 12:43:52 AEDT 2019 [seed=1576547029441]
# -overwrite Guinea_subset_sc_het.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-82994.47733609065	-501.0814588963292	-82493.39587719433	3.4721275986310043	2012.332622296279	43.73801889570973	1.0	0.0	0.5	0.25	0.25	-82493.39587719433	0.0	-479.6439098058208
5000	-55926.85436620735	-1168.9738435067484	-54757.8805227006	2.3859299852141067	2013.418819909696	88.6324140981395	5.230803343902533	-0.1373544370909774	0.09425295735004281	0.03180046622537964	0.03180046622537956	-54757.8805227006	0.0	-1157.7104743312589
10000	-52954.89221024303	-1319.1796679609556	-51635.712542282075	2.3945438954646288	2013.4102059994452	110.37625773358484	7.869816301492746	-0.08002655078052778	0.06884551487803006	0.029735837586133112	0.029735837586133088	-51635.712542282075	0.0	-1307.7040994819488
15000	-50124.81651189831	-1352.318375151245	-48772.49813674706	2.411874288671727	2013.3928756062382	115.46493367241115	11.465119619343184	0.16413920810040894	0.03948660371818313	0.0017390816888368094	0.001739081688836807	-48772.49813674706	0.0	-1345.3407371994783
20000	-48458.913335858124	-1440.9272146744217	-47017.986121183705	3.18427557563414	2012.620474319276	133.44358517348553	14.525336202255659	0.1021257380657854	0.04325338231345829	0.0012369102894417795	0.0012369102894417819	-47017.986121183705	0.0	-1434.2824975251424
25000	-47231.88587611898	-1442.2646841338776	-45789.6211919851	3.275390854833478	2012.5293590400765	133.93824871485796	15.884752715697957	0.22380498566085727	0.03613562003865226	0.0010691072650805269	0.001069107265080527	-45789.6211919851	0.0	-1435.6091193848083
30000	-46276.72516539902	-1476.8511277962314	-44799.874037602785	3.021327385522904	2012.783422509387	139.95661750386745	16.984327216368783	0.1771745918816694	0.014656188186143	9.824049503561563E-4	9.82404950356158E-4	-44799.874037602785	0.0	-1470.3551062335284
35000	-45560.75011309008	-1463.431406806732	-44097.318706283346	2.889729515779279	2012.9150203791307	139.00753294824332	19.333812553078882	0.39886450253938066	0.017458212695670727	8.569922001014427E-4	8.569922001014435E-4	-44097.318706283346	0.0	-1456.79131869447
40000	-45055.08946796488	-1455.7374946413452	-43599.35197332353	3.0415338365863316	2012.7632160583237	140.1700043912926	18.819612513115633	0.34379450548410784	0.009162487304626061	8.602867721668079E-4	8.602867721668079E-4	-43599.35197332353	0.0	-1449.1698605422582
45000	-44256.774826454035	-1444.6465939410857	-42812.12823251295	3.0834383146504347	2012.7213115802595	135.1122580571242	14.924334743816118	0.19035123062886838	0.005868062672385255	8.031251884854466E-4	8.031251884854468E-4	-42812.12823251295	0.0	-1438.2671078407886
50000	-43614.34987204208	-1433.5095230918025	-42180.84034895028	3.0117946168361556	2012.7929552780738	133.34908691798665	17.97907740446737	0.3610754277731558	0.006470537572291568	7.657509155718132E-4	7.657509155718138E-4	-42180.84034895028	0.0	-1426.9817362148003
55000	-43155.61490097871	-1414.036400974991	-41741.57850000372	3.1083926601613037	2012.6963572347486	132.352577288222	15.99350470245504	0.33513438816020513	0.004938205656075419	7.460483435950642E-4	7.460483435950648E-4	-41741.57850000372	0.0	-1407.550293190468
60000	-42562.11107630424	-1417.6310104204401	-41144.4800658838	3.2322493610895187	2012.5725005338204	134.77881611343784	17.33369784317021	0.3445828541292686	0.0034484770473306265	6.431548975603541E-4	6.431548975603543E-4	-41144.4800658838	0.0	-1411.2337632117556
65000	-42189.15839007808	-1422.476363338048	-40766.68202674003	2.8720110784865924	2012.9327388164234	131.5958010292085	14.84768573189414	0.21870626035237617	0.0035736170919170936	6.28816423403701E-4	6.288164234037002E-4	-40766.68202674003	0.0	-1416.2080245127597
70000	-41706.67559547432	-1400.8075507696917	-40305.86804470463	3.0050563589685124	2012.7996935359415	127.92916734890122	13.375113356730958	0.15052843033461727	0.004480041753487466	6.42120770733664E-4	6.421207707336663E-4	-40305.86804470463	0.0	-1394.581597564405
75000	-41523.92558029632	-1393.1049361118244	-40130.820644184496	2.9942483588562183	2012.8105015360538	126.1779480488997	13.70375804498665	0.21245297229785098	0.0173212968126013	6.139395662066239E-4	6.139395662066238E-4	-40130.820644184496	0.0	-1386.8116010946221
80000	-41216.89990438043	-1392.871795733532	-39824.0281086469	2.859660665245534	2012.9450892296645	126.63680424066054	13.909716474076564	0.16597050195497154	0.017413693677252894	6.399366864827893E-4	6.39936686482789E-4	-39824.0281086469	0.0	-1386.6022610493499
85000	-40876.61418821394	-1366.0106304930512	-39510.60355772089	2.9859370220008907	2012.8188128729091	122.75507299429184	12.883256667109395	0.1313834094643691	0.025829276358541337	6.060077759110788E-4	6.060077759110795E-4	-39510.60355772089	0.0	-1359.7771831787104
90000	-40729.310127162775	-1343.1731363368215	-39386.13699082595	2.9565886494101696	2012.8481612454998	121.01250498789004	12.096825342376503	0.18274766474844273	0.014310533943364281	6.27144978667087E-4	6.271449786670879E-4	-39386.13699082595	0.0	-1336.8855771958795
95000	-40492.130266543725	-1330.506637486226	-39161.623629057496	2.810908433405764	2012.9938414615042	117.51951190999522	11.392452309694967	0.1266793277349274	0.049931601192106274	6.491454329407911E-4	6.491454329407905E-4	-39161.623629057496	0.0	-1324.1716324478791
100000	-40328.60958206034	-1291.1400850166601	-39037.469497043676	2.783269375133596	2013.0214805197763	113.81824290137459	8.479629105669723	-0.0027144486676289326	0.047630597002762703	6.513496911922171E-4	6.513496911922175E-4	-39037.469497043676	0.0	-1284.918132050176
105000	-40209.30203749467	-1281.96466850459	-38927.33736899008	2.7396878167292344	2013.0650620781807	112.93500534451668	9.364407456958618	0.09161223114974337	0.020706644102661265	6.860389467310524E-4	6.860389467310517E-4	-38927.33736899008	0.0	-1275.6744754399024
110000	-40109.59414903436	-1269.109284900408	-38840.484864133956	2.8124583012345643	2012.9922915936754	111.26998569827349	7.924577296683988	6.305249818217007E-4	0.01374029648939538	6.609302198249775E-4	6.609302198249785E-4	-38840.484864133956	0.0	-1262.939173354138
115000	-40000.103224458006	-1264.3832331498995	-38735.719991308106	2.9406816980239308	2012.864068196886	111.08759882189501	7.359689818694407	-0.04945895216622631	0.010559008032592075	6.322683281227317E-4	6.322683281227324E-4	-38735.719991308106	0.0	-1258.1953128828823
120000	-39943.28459212792	-1267.500408700005	-38675.78418342792	3.014620459951044	2012.790129434959	109.94367293086273	7.712369402313919	-0.003389303926537135	0.035432797886260185	6.124685397352225E-4	6.124685397352225E-4	-38675.78418342792	0.0	-1261.3224398033847
125000	-39871.33490526542	-1237.1852823733498	-38634.14962289207	3.232241897041493	2012.5725079978683	106.50714217129801	8.047990613751391	0.09152229567012182	0.020044788772323407	6.612250353652511E-4	6.612250353652511E-4	-38634.14962289207	0.0	-1230.8926886108695
130000	-39741.46790429158	-1224.8747594547633	-38516.59314483682	3.114256509022726	2012.6904933858873	103.82173465240724	8.448233448702727	0.04125091531342795	0.04248612986993306	6.474114752537714E-4	6.474114752537717E-4	-38516.59314483682	0.0	-1218.5885479221065
135000	-39544.90715265524	-1215.9971392102648	-38328.910013444976	3.3106118232055626	2012.4941380717044	102.32811461732656	7.012650959091013	0.018285059834235007	0.04984968905893879	6.760419298843254E-4	6.760419298843252E-4	-38328.910013444976	0.0	-1209.6883361007228
140000	-39437.93406365333	-1230.6405866797966	-38207.29347697354	3.7740314864276288	2012.0307184084822	104.89533713131894	9.589952932728002	0.15645051202102445	0.04726667448480507	6.250529904537065E-4	6.250529904537061E-4	-38207.29347697354	0.0	-1224.2539699626855
145000	-39259.46750261089	-1208.7814110541974	-38050.686091556694	2.8222259503397176	2012.9825239445702	99.3989868176069	9.420551252745135	0.15437361807601824	0.028562109739621602	6.560685537920696E-4	6.560685537920692E-4	-38050.686091556694	0.0	-1202.3835096499042
150000	-39138.42727308002	-1202.370521399636	-37936.056751680386	3.086002757689807	2012.7187471372201	99.15140307569203	6.162455326898859	-0.06756977908179929	0.013032117600806359	6.512222517180915E-4	6.512222517180909E-4	-37936.056751680386	0.0	-1196.0936195426618
155000	-39102.8943219003	-1195.231516263924	-37907.66280563638	2.952724607649592	2012.8520252872604	98.88984529991636	6.38775636628513	-0.07828637254793414	0.029521732273456846	6.434050346498824E-4	6.434050346498833E-4	-37907.66280563638	0.0	-1188.9165772545575
160000	-39091.86827285879	-1197.497591146439	-37894.370681712346	2.773721397479713	2013.0310284974303	98.58326443155352	6.430485289016318	-0.11418951089598117	0.05864560135080041	6.304224309637626E-4	6.304224309637632E-4	-37894.370681712346	0.0	-1191.0986175954952
