# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Dec 09 15:47:27 AEDT 2019 [seed=1575866844623]
# -overwrite ebola_liberia_sc_het.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-61667.79581380871	-258.1145033716014	-61409.68131043711	2.5480581826069435	2013.358204953163	23.733726574663823	1.0	0.0	0.5	0.25	0.25	-61409.68131043711	0.0	-241.37236704999614
5000	-38899.564040517194	-479.0241339389487	-38420.53990657825	1.9777938295796698	2013.9284693061902	28.782262488827303	3.208586947797628	0.1358016972478362	0.03478544335796626	0.0025963736525915003	0.0025963736525915	-38420.53990657825	0.0	-471.31540878730704
10000	-38304.13037073922	-505.98919940961076	-37798.14117132961	1.8127416417442603	2014.0935214940257	29.934937331013387	2.316035173461905	-0.11553949749473946	0.04420378599797366	0.002440208147233227	0.0024402081472332305	-37798.14117132961	0.0	-498.33424039789475
15000	-37774.580988056456	-530.1959146408436	-37244.385073415615	1.9612638287287658	2013.9449993070411	31.37373292353541	4.2372038241882715	0.2954210533819879	0.02426721405426501	0.002000673277041568	0.0020006732770415686	-37244.385073415615	0.0	-522.5339790545099
20000	-37442.676599671744	-558.1905673095994	-36884.48603236215	1.9342156362295762	2013.9720474995404	33.31463216510472	4.593925209897283	0.19574595290824592	0.013095688085531368	0.0018444911018335721	0.0018444911018335728	-36884.48603236215	0.0	-550.722619375762
25000	-37234.54944540133	-594.7011812917202	-36639.84826410961	2.135315680814399	2013.7709474549556	36.7127884728843	5.355429815881841	0.22890834754616884	0.013101840615218732	0.0016835335157754964	0.0016835335157754962	-36639.84826410961	0.0	-587.2939108735521
30000	-36952.6720644629	-596.5614592528009	-36356.1106052101	2.131836211621009	2013.7744269241489	37.2866437921678	6.950740390045801	0.43344091452397615	0.033540450852692354	0.0015277209883239817	0.0015277209883239815	-36356.1106052101	0.0	-588.96992062869
35000	-36622.35967282255	-587.4541843077235	-36034.90548851483	1.9410426924934656	2013.9652204432764	36.3540262920808	9.21419086732369	0.6080912426671912	0.0373657671516508	0.001607329333563174	0.0016073293335631743	-36034.90548851483	0.0	-579.6407892074877
40000	-36454.52311977905	-587.6466366725355	-35866.87648310651	2.1407911668630915	2013.765471968907	36.57133854359334	8.278014836253313	0.5712241056336262	0.026912838356701267	0.001499847192017407	0.0014998471920174056	-35866.87648310651	0.0	-579.9321907236201
45000	-36177.34799395885	-594.2398182729207	-35583.10817568593	2.0847811168623123	2013.8214820189075	37.19004578587326	16.11189268421435	1.1017841786871294	0.00981024036930185	0.0014273159776897427	0.0014273159776897427	-35583.10817568593	0.0	-586.0638804781806
50000	-36039.35310240818	-596.9383361945048	-35442.414766213675	1.9692985759335375	2013.9369645598363	37.56983074830925	17.28393475468201	1.1161092859401474	0.026446805385531028	0.0013076980943301612	0.0013076980943301606	-35442.414766213675	0.0	-588.7675841654519
55000	-35729.58720182633	-610.4658428833475	-35119.12135894298	2.2625515342036526	2013.6437116015663	40.28401375164089	24.042387681867663	1.3932116810129453	0.004862425710477538	0.0011610048557653108	0.0011610048557653104	-35119.12135894298	0.0	-602.1578176350919
60000	-35501.55213391791	-610.3715105882442	-34891.18062332967	2.3970272576382636	2013.5092358781317	40.09506054397782	35.24769063180103	1.6031031644637044	0.008354961128864337	0.001170608559552375	0.0011706085595523765	-34891.18062332967	0.0	-601.8398613343127
65000	-35372.82389361786	-604.4280365714391	-34768.395857046424	2.1748584605683843	2013.7314046752015	39.49999758304863	27.139033248887205	1.385896635940592	0.006840406872628937	0.001175279311514751	0.0011752793115147504	-34768.395857046424	0.0	-596.1077488227853
70000	-35158.46309972648	-584.5915494219996	-34573.87155030448	2.3859959338334273	2013.5202672019366	39.26506259080223	20.549610227509948	1.265295304020938	0.002966736119848977	0.0011813892758767118	0.0011813892758767122	-34573.87155030448	0.0	-576.3941370736356
75000	-35047.54857938739	-594.8284617399039	-34452.720117647485	2.2794683745302287	2013.6267947612396	39.43267788784954	15.494800327078288	1.0482232680665309	0.0047973494309686	0.0011071003612110556	0.0011071003612110567	-34452.720117647485	0.0	-586.8818453998546
80000	-34902.40153051583	-608.1029733520438	-34294.29855716379	2.390817931666398	2013.5154452041036	40.032717300495364	12.802121294869439	0.8057570932305096	0.03346827823035961	0.0010264468473158766	0.0010264468473158777	-34294.29855716379	0.0	-600.3894443946173
85000	-34875.59248295482	-607.215431121907	-34268.37705183291	2.2385732301183134	2013.6676899056515	40.299595956479145	14.683781657874908	0.9921225167362691	0.032590074794128294	0.0010348979857902267	0.0010348979857902254	-34268.37705183291	0.0	-599.3158821714908
90000	-34818.44409263761	-590.9927375360344	-34227.45135510158	2.2870069262573267	2013.6192562095125	39.089096244380166	14.124826488977956	1.0053751949443646	0.04271742484690359	0.001075821609849915	0.001075821609849915	-34227.45135510158	0.0	-583.0247000311778
95000	-34691.63196595183	-586.963204017547	-34104.66876193428	2.3586360735473613	2013.5476270622225	39.970514593174634	15.174749781612565	1.052582694427184	0.03146540248054475	0.0010412921435404962	0.0010412921435404975	-34104.66876193428	0.0	-578.9983448491773
100000	-34567.373530409954	-590.9307553985273	-33976.44277501143	2.490388789500879	2013.415874346269	40.2826770415444	14.707317340231047	1.0346911166623574	0.01779883898629316	9.865618510256713E-4	9.865618510256724E-4	-33976.44277501143	0.0	-583.0438908021488
105000	-34517.8706515732	-574.7783162360578	-33943.09233533714	2.420444223153172	2013.4858189126167	38.59112221811762	12.057938217722743	0.9357333587707775	0.010689423454543141	9.461519534615299E-4	9.46151953461531E-4	-33943.09233533714	0.0	-567.0073447925099
110000	-34485.02158922474	-568.5928892830268	-33916.428699941716	2.4184305569623574	2013.4878325788075	37.118040808479975	9.142609553902114	0.6815516806036144	0.009495366848211432	0.0010838912559561012	0.0010838912559561027	-33916.428699941716	0.0	-560.9873835273573
115000	-34455.79358159194	-570.7228908962157	-33885.07069069573	2.4658778971017012	2013.4403852386681	37.83156412702684	13.694976175875283	0.9236269096616669	0.05715907450535382	0.001045843477865358	0.0010458434778653567	-33885.07069069573	0.0	-562.8079902589408
120000	-34335.07980595363	-567.5302360146271	-33767.549569939	2.292171700784944	2013.6140914349849	38.10772895363216	20.350041589763944	1.3699490853032341	0.03387229476935222	9.552562067304531E-4	9.552562067304549E-4	-33767.549569939	0.0	-559.2676198345778
125000	-34261.36097869298	-564.2731348930791	-33697.087843799905	2.2917937727589184	2013.614469363011	38.05227395824865	28.66310105443416	1.651175865859729	0.03592532268673297	9.82532380413028E-4	9.825323804130291E-4	-33697.087843799905	0.0	-555.7093128028861
130000	-34156.15564383412	-558.9526081379161	-33597.203035696206	2.4144555360866584	2013.4918075996832	37.777019090521456	27.992826685804967	1.5823283668622228	0.05474551153431525	9.622785255991328E-4	9.622785255991338E-4	-33597.203035696206	0.0	-550.4278201869663
135000	-34081.52775086132	-561.1062345407648	-33520.42151632056	2.572571528151812	2013.333691607618	38.489141142812	21.778531441524112	1.441083208902588	0.03758966898407232	9.409005214764453E-4	9.409005214764436E-4	-33520.42151632056	0.0	-552.7777739942192
140000	-34021.20316687506	-557.1433924177262	-33464.05977445733	2.5890637347454954	2013.3171994010245	38.03105273310757	22.603075663774337	1.3836586019246941	0.05432657159966561	9.784245065350141E-4	9.784245065350145E-4	-33464.05977445733	0.0	-548.8123386847323
145000	-34015.115571864495	-559.7107369054577	-33455.40483495904	2.203955422894573	2013.7023077128754	38.269781287335014	22.329759102387648	1.4881830541314855	0.03196095602702091	8.888664468382646E-4	8.888664468382641E-4	-33455.40483495904	0.0	-551.3742135826305
