# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Jan 15 15:32:09 AEDT 2020 [seed=1579062728127]
# -overwrite dcr_cladeB_2014_sc_het.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-39979.72011089642	-23.73602721318314	-39955.98408368324	1.4712156251246449	2013.0340386834055	5.54259610942711	1.0	0.0	0.5	0.25	0.25	-39955.98408368324	0.0	-10.81445645990462
5000	-26554.75362449826	5.8470954652622	-26560.60071996352	0.09441750376345243	2014.4108368047666	0.38031347389240694	0.06284374510349135	1.1316380465110658	0.36923308440378827	0.003877418942275681	0.003877418942275681	-26560.60071996352	0.0	17.511052285203654
10000	-26564.952533636857	-3.9055484609235016	-26561.046985175934	0.16598427036633467	2014.3392700381637	0.8229669175933603	0.22535159948462383	-0.3903944546507112	0.09799599820261917	0.0012806779548702114	0.0012806779548702111	-26561.046985175934	0.0	5.534421400833249
15000	-26569.660510061214	-5.625213450208875	-26564.035296611004	0.2798460056954895	2014.2254083028347	1.1869746389953684	0.1900394608472543	0.29318196453827494	0.09458020094317002	0.001234260044429684	0.001234260044429684	-26564.035296611004	0.0	3.5095405635938772
20000	-26561.67816601013	-0.28340252622320783	-26561.394763483906	0.13767504385144377	2014.3675792646786	0.5992950821662812	0.09966471216277333	-0.675679651107016	0.2964839195218714	0.001988176312881976	0.001988176312881976	-26561.394763483906	0.0	10.217459718449055
25000	-26580.803813095274	-15.6841375036196	-26565.119675591654	0.6094543543629612	2013.8957999541672	2.271072667423507	0.7565941600493024	4.354296516512967	0.5987030378275985	8.065839056050207E-4	8.065839056050206E-4	-26565.119675591654	0.0	-2.016782571813054
30000	-26563.16926667877	0.37401960056185324	-26563.54328627933	0.12361088051710986	2014.381643428013	0.5033455673771375	0.10637442135912833	1.6728303992871385	0.9798806135330269	0.0038350969534528562	0.0038350969534528567	-26563.54328627933	0.0	13.65529196200546
35000	-26555.381781478536	4.843620333682413	-26560.22540181222	0.14553291956662728	2014.3597213889634	0.4770383080689562	0.07767566487866229	-0.18642375412413137	0.6031225597360895	0.002614732206261051	0.0026147322062610515	-26560.22540181222	0.0	15.71961016305159
40000	-26551.797645829083	7.965048166208167	-26559.76269399529	0.08509401029517884	2014.4201602982348	0.29722217271145007	0.049468560866304814	1.597826996338902	0.4293192811096103	0.004279650892983908	0.004279650892983908	-26559.76269399529	0.0	20.387772396368664
45000	-26566.184087429097	-5.86481055249916	-26560.3192768766	0.1876669427788506	2014.3175873657513	0.8657823193966163	0.25617019983152944	1.559298946963615	0.6197418393067156	0.0016941565011571887	0.0016941565011571887	-26560.3192768766	0.0	5.902507545334771
50000	-26563.26291039177	1.20548998264014	-26564.46840037441	0.1777785345004788	2014.3274757740296	0.6152289301436662	0.14020258040754396	-0.24946299358411128	0.6942625195822062	0.0021128645902084996	0.0021128645902084983	-26564.46840037441	0.0	12.093094825600886
55000	-26559.495693378693	0.8876611111363175	-26560.38335448983	0.13571340179219488	2014.369540906738	0.5089465233450678	0.15893546886894344	-0.43376230966657325	0.7253698252170194	0.0024580384290319455	0.002458038429031946	-26560.38335448983	0.0	12.192216426813193
60000	-26562.620745437594	4.090311739347291	-26566.71105717694	0.15857664916289801	2014.3466776593673	0.45099089515252777	0.0381574090762257	-1.9740461767049668	0.5667676387666404	0.001693317125074688	0.001693317125074688	-26566.71105717694	0.0	16.49156877860137
65000	-26554.917550789207	7.296277745976209	-26562.213828535183	0.10713493815192279	2014.3981193703783	0.34876495868475677	0.100188077972356	0.22195218780735293	0.19622989271190147	0.004000392664784279	0.00400039266478428	-26562.213828535183	0.0	17.76337347475285
70000	-26567.586773599505	-5.548715803267602	-26562.03805779624	0.20112082423103522	2014.304133484299	0.878595160659185	0.33782386501843337	2.5258889950353938	0.4836322874836021	0.0011672653999443563	0.0011672653999443563	-26562.03805779624	0.0	6.7189268689017245
75000	-26575.679808702364	-11.48655714336106	-26564.193251559	0.48117644164081275	2014.0240778668892	2.055253293473777	0.683579180859939	1.0198901528044868	0.03153277795993911	5.907869807840276E-4	5.907869807840274E-4	-26564.193251559	0.0	-2.3943170449002427
80000	-26592.330481730773	-27.447056278195166	-26564.88342545258	2.8759170319521594	2011.6293372765779	16.052249796200368	31.097986300361022	1.849048764955943	0.014663012915267172	6.071891980637142E-5	6.071891980637142E-5	-26564.88342545258	0.0	-19.724657538771407
85000	-26594.483208632762	-30.102938624602267	-26564.38027000816	3.249384845246489	2011.2558694632835	20.02816467326343	68.46110351910312	1.4768022550309523	0.06875542864312924	6.0285371169943755E-5	6.028537116994375E-5	-26564.38027000816	0.0	-22.758223388564364
90000	-26594.714964204177	-30.961056608719296	-26563.75390759546	3.3491347788992134	2011.1561195296308	18.354781853726475	72.26166989529843	1.9123415567859587	0.06747288559842118	7.205335135471839E-5	7.205335135471843E-5	-26563.75390759546	0.0	-23.050430659779966
95000	-26595.113366273086	-34.083182418693454	-26561.030183854393	5.492568118108352	2009.0126861904218	38.33315622026109	768.2328114744596	1.6153440725907284	0.374745702792697	3.3249343956722445E-5	3.324934395672244E-5	-26561.030183854393	0.0	-26.60299502273503
100000	-26598.4709969553	-31.98249135576369	-26566.488505599536	6.513885759355175	2007.991368549175	53.171821264189155	2222.783667792085	1.3953462988625505	0.4287008341669913	2.7178901495545527E-5	2.7178901495545524E-5	-26566.488505599536	0.0	-24.86407906556441
105000	-26596.545197491538	-31.49105038102158	-26565.054147110517	5.638235849787715	2008.8670184587425	48.72079208904798	29994.883083836332	1.9496465906743523	0.12941066241955637	2.4362201672692426E-5	2.436220167269242E-5	-26565.054147110517	0.0	-24.150448090927643
110000	-26596.071685429815	-32.01709973907653	-26564.054585690737	5.927746416108902	2008.5775078924212	48.82111035612154	64054.173141895015	2.2418662620411034	0.13939128200235185	2.9177945461189325E-5	2.917794546118932E-5	-26564.054585690737	0.0	-23.934324391570406
115000	-26599.497756653873	-34.40123691203855	-26565.096519741834	7.695708747726658	2006.8095455608034	61.61783229773923	10826.323689703735	1.302487659854022	0.22336795151783795	1.9677929820045074E-5	1.9677929820045078E-5	-26565.096519741834	0.0	-27.9357292819599
120000	-26602.945008639625	-36.36108807561397	-26566.58392056401	8.511351166153084	2005.993903142377	71.57961268592271	31752.074182046003	1.3245213804875398	0.18304518971563702	2.2136179510335974E-5	2.2136179510335967E-5	-26566.58392056401	0.0	-29.76063441707493
125000	-26603.113722260663	-37.21322513207136	-26565.90049712859	10.140044549240063	2004.36520975929	78.37366227492787	10019.724759765542	1.142548187096654	0.3880647932573847	1.4435515709385276E-5	1.443551570938527E-5	-26565.90049712859	0.0	-30.861581813602925
130000	-26600.07841259874	-33.941570756003784	-26566.136841842737	9.4790369805737	2005.0262173279564	80.67665035331261	30761.484832828977	1.1792576013042275	0.5017196011955459	1.6057611145542202E-5	1.60576111455422E-5	-26566.136841842737	0.0	-27.07956162214504
135000	-26601.863070988704	-34.73500274744057	-26567.12806824126	9.055134752215574	2005.4501195563146	75.30285327141262	1499.658923569278	0.8721244502828214	0.27298000842385983	1.547742037598715E-5	1.547742037598715E-5	-26567.12806824126	0.0	-28.914288975377474
